순번,생산라인코드,생산라인명,품목코드,품목명,작업장코드,충전실온도,실링온도,쿠킹온도,쿠킹스팀압력,실링압력,생산시간,생산일자
13,D087,냉동밥 내포장#2,1BA03297,비비고새우볶음밥(홈플),W005,72.021864463,98.521864463,134.18551446,23.776,204.767,74.82,2018-03-07
18,D087,냉동밥 내포장#2,1BA03200,비비고새우볶음밥210g(알밥),W005,71.793609889,89.693609889,125.22790989,23.69,206.511,72.64,2018-03-07
1,D088,냉동밥 내포장#1,1BA03157,비비고낙지비빔밥200g,W005,71.535591359,90.235591359,125.78924136,23.702,210.008,71.88,2018-03-07
4,D088,냉동밥 내포장#1,1BA03157,비비고낙지비빔밥200g,W005,71.243238117,90.443238117,125.98393812,23.694,205.786,74.27,2018-03-07
10,D088,냉동밥 내포장#1,1BA03157,비비고낙지비빔밥200g,W005,71.202010785,88.602010785,124.19096079,23.726,209.299,78.86,2018-03-07
16,D088,냉동밥 내포장#1,1BA03158,비비고불고기비빔밥200g,W005,71.863759885,92.463759885,128.10160988,23.759,207.746,79.12,2018-03-07
21,D088,냉동밥 내포장#1,1BA03071,CJ햄야채볶음밥/20개입,W005,71.642479844,88.642479844,124.29447984,23.768,210.766,76.75,2018-03-08
23,D088,냉동밥 내포장#1,1BA03071,CJ햄야채볶음밥/20개입,W005,71.608958898,101.5089589,137.1144589,23.737,214.742,76.1,2018-03-08
25,D088,냉동밥 내포장#1,1BA03071,CJ햄야채볶음밥/20개입,W005,71.720264431,93.020264431,128.69901443,23.786,206.549,76.39,2018-03-08
5,P005,3.2K마요포장(#5),13V00005,단호박베이스-2,W007,71.357371175,99.057371175,134.66732117,23.74,207.278,78.87,2018-03-07
9,C002,쿠커 #2,23A00772,콘베이스E(재),W003,72.03417823,94.13417823,129.81187823,23.785,210.118,75.16,2018-03-08
11,C002,쿠커 #2,23A00772,콘베이스E(재),W003,71.994001646,92.294001646,127.98190165,23.792,207.802,72.91,2018-03-08
13,C002,쿠커 #2,23A00772,콘베이스E(재),W003,72.259553334,88.359553334,123.99750333,23.759,211.222,76.67,2018-03-08
4,C007,프리머 #1,26B04006,마요네즈-제빵용18kg(재),W003,71.92916661,91.72916661,127.38386661,23.77,210.922,79.45,2018-03-08
8,C088,냉동밥 취반#1,2BA03064,CJ해물볶음밥(재),W003,71.495365371,93.495365371,129.21076537,23.81,207.488,80.32,2018-03-08
16,C088,냉동밥 취반#1,2BA03069,CJ낙지볶음밥(재),W003,72.081952817,82.281952817,118.02410282,23.828,212.422,72.25,2018-03-08
17,C088,냉동밥 취반#1,2BA03069,CJ낙지볶음밥(재),W003,72.206572621,89.906572621,125.64507262,23.826,207.067,74.11,2018-03-08
18,C088,냉동밥 취반#1,2BA03069,CJ낙지볶음밥(재),W003,72.20295107,102.80295107,138.56515107,23.841,212.014,71.81,2018-03-08
21,C088,냉동밥 취반#1,2BA03224,낙지쭈꾸미볶음밥(재),W003,72.146334969,99.146334969,134.91213497,23.844,211.143,74.3,2018-03-08
12,D002,로타리 #1,13A00772,콘베이스E,W005,71.726591137,90.626591137,126.35254114,23.817,209.301,73.21,2018-03-08
19,D006,튜브,13A00442,샘표잘익은고추장에생야채가득비빔국수,W005,71.423408051,92.823408051,128.48495805,23.774,204.524,74.66,2018-03-08
1,D087,냉동밥 내포장#2,1BA03200,비비고새우볶음밥210g(알밥),W005,70.988844894,86.988844894,122.39379489,23.603,206.462,75.76,2018-03-08
2,D087,냉동밥 내포장#2,1BA03200,비비고새우볶음밥210g(알밥),W005,71.548265264,110.34826526,145.64621526,23.532,209.191,77.11,2018-03-08
7,D087,냉동밥 내포장#2,1BA03200,비비고새우볶음밥210g(알밥),W005,71.105519922,108.40551992,143.72976992,23.55,208.1,76.49,2018-03-08
10,D087,냉동밥 내포장#2,1BA03200,비비고새우볶음밥210g(알밥),W005,71.610284872,107.01028487,142.30943487,23.533,208.503,79.41,2018-03-08
22,D087,냉동밥 내포장#2,1BA03201,비비고닭가슴살볶음밥210g(알밥),W005,70.731401015,93.231401015,128.46870101,23.492,206.97,72.79,2018-03-08
23,D087,냉동밥 내포장#2,1BA03298,비비고닭가슴살볶음밥(홈플),W005,70.817421056,91.917421056,127.20822106,23.527,204.371,71.03,2018-03-09
24,D087,냉동밥 내포장#2,1BA03298,비비고닭가슴살볶음밥(홈플),W005,71.077909802,85.777909802,121.1388098,23.574,207.946,71.37,2018-03-09
25,D087,냉동밥 내포장#2,1BA03298,비비고닭가슴살볶음밥(홈플),W005,71.079019318,104.47901932,139.82241932,23.562,207.637,78.84,2018-03-09
5,D088,냉동밥 내포장#1,1BA03070,CJ해물볶음밥/20개입,W005,71.165244987,109.96524499,145.28749499,23.548,206.293,72.61,2018-03-08
6,D088,냉동밥 내포장#1,1BA03070,CJ해물볶음밥/20개입,W005,70.578140647,94.778140647,129.97114065,23.462,204.625,70.96,2018-03-08
14,D088,냉동밥 내포장#1,1BA03070,CJ해물볶음밥/20개입,W005,70.612927994,91.812927994,127.05997799,23.498,206.239,74.91,2018-03-08
15,D088,냉동밥 내포장#1,1BA03073,CJ낙지볶음밥/20개입,W005,70.521737261,95.321737261,130.51873726,23.465,209.495,71.6,2018-03-08
20,D088,냉동밥 내포장#1,1BA03224,낙지쭈꾸미볶음밥,W005,70.700461884,93.200461884,128.47791188,23.518,204.707,74.71,2018-03-09
3,P005,3.2K마요포장(#5),16B04006,마요네즈-제빵용18kg,W007,71.428346605,85.028346605,120.31019661,23.521,198.952,77.65,2018-03-08
9,C002,쿠커 #2,23K03131,빠네크림소스T(재),W003,71.58711688,89.88711688,125.30806688,23.614,207.308,72.66,2018-03-09
15,C002,쿠커 #2,23K03131,빠네크림소스T(재),W003,71.539778801,99.139778801,134.4909288,23.567,207.734,78.49,2018-03-09
18,C002,쿠커 #2,23K03131,빠네크림소스T(재),W003,71.69734433,107.99734433,143.43624433,23.626,205.331,72.67,2018-03-09
21,C003,쿠커 #3,23R13033,와사비디핑소스(재),W003,71.069679305,86.469679305,121.91082931,23.627,211.362,73.99,2018-03-09
7,C007,프리머 #1,23V00005,단호박베이스-2(재),W003,71.860206629,104.86020663,140.35530663,23.663,208.12,72.2,2018-03-09
11,C088,냉동밥 취반#1,2BA03159,비비고깍두기볶음밥200g(재),W003,71.203758227,107.90375823,143.35870823,23.637,205.389,78.66,2018-03-09
23,C088,냉동밥 취반#1,2BA03049,김치볶음밥-S(재),W003,70.948992689,93.748992689,129.19934269,23.634,208.758,73.74,2018-03-09
16,C095,2동 쿠커 #1,23R13029,엔젤코코소스(재),W003,71.272641095,90.072641095,125.44964109,23.585,207.137,75.86,2018-03-09
12,D087,냉동밥 내포장#2,1BA03195,"비비고낙지비빔밥(밥,소스)-컵",W005,71.264463358,89.764463358,125.18011336,23.61,205.146,76.71,2018-03-09
19,D087,냉동밥 내포장#2,1BA03175,매콤낙지볶음밥(노브랜드),W005,71.674853778,85.274853778,120.66735378,23.595,208.042,73.73,2018-03-09
20,D087,냉동밥 내포장#2,1BA03175,매콤낙지볶음밥(노브랜드),W005,71.646272144,83.046272144,118.47377214,23.618,209.697,71.46,2018-03-09
1,D088,냉동밥 내포장#1,1BA03309,짬뽕볶음밥E,W005,70.855112666,87.655112666,123.06516267,23.607,206.712,71.66,2018-03-09
3,D088,냉동밥 내포장#1,1BA03309,짬뽕볶음밥E,W005,71.663125683,90.563125683,126.23552568,23.782,213.55,73.01,2018-03-09
10,D088,냉동밥 내포장#1,1BA03159,비비고깍두기볶음밥200g,W005,72.189343186,87.489343186,123.08379319,23.73,211.075,76.53,2018-03-09
13,D088,냉동밥 내포장#1,1BA03159,비비고깍두기볶음밥200g,W005,71.892317367,101.29231737,136.87176737,23.72,199.988,77.53,2018-03-09
22,D088,냉동밥 내포장#1,1BA03049,김치볶음밥-S,W005,71.92337663,110.42337663,145.99377663,23.714,209.922,76.22,2018-03-09
17,D511,2동 6열컵실러#2,13R13029,엔젤코코소스,W005,71.806175231,92.106175231,127.68322523,23.718,209.478,76.95,2018-03-09
4,P003,파우치포장(#3),16B06022,피자스쿨마요네즈,W007,71.202879587,84.502879587,119.98247959,23.653,211.076,73.9,2018-03-09
5,P005,3.2K마요포장(#5),13V00005,단호박베이스-2,W007,72.021676425,86.221676425,121.73017643,23.672,203.312,77.12,2018-03-09
2,P006,튜브포장(#6),13A00586,샘표불고기소스840g-미국,W007,71.379948592,105.57994859,141.08719859,23.672,206.233,76.04,2018-03-09
6,P006,튜브포장(#6),13A00586,샘표불고기소스840g-미국,W007,71.066306532,93.866306532,129.33055653,23.643,204.097,79.36,2018-03-09
8,P006,튜브포장(#6),13A00586,샘표불고기소스840g-미국,W007,71.35674537,98.15674537,133.66014537,23.669,203.841,76.97,2018-03-09
14,P006,튜브포장(#6),13A00587,샘표갈비소스840g-미국,W007,71.985482446,94.485482446,130.00453245,23.679,208.681,71.04,2018-03-09
3,C002,쿠커 #2,23K03131,빠네크림소스T(재),W003,70.897790957,84.597790957,120.04044096,23.628,208.818,77.2,2018-03-12
5,C002,쿠커 #2,23K03131,빠네크림소스T(재),W003,71.306132485,92.706132485,128.18308249,23.651,209.445,74.3,2018-03-12
8,C002,쿠커 #2,23K03131,빠네크림소스T(재),W003,71.296830089,93.596830089,129.09078009,23.663,208.994,72.39,2018-03-12
6,C007,프리머 #1,26B06008,이츠웰골드마요네즈3.2kg(재),W003,71.866121564,94.066121564,129.59352156,23.685,205.196,76.84,2018-03-12
12,C088,냉동밥 취반#1,2BA03137,매드포갈릭갈릭버터라이스300g(재),W003,71.568183422,87.968183422,123.56528342,23.731,201.776,73.11,2018-03-12
13,C088,냉동밥 취반#1,2BA03137,매드포갈릭갈릭버터라이스300g(재),W003,71.936015687,96.236015687,131.82961569,23.729,203.876,73.54,2018-03-12
15,C088,냉동밥 취반#1,2BA03303,셰프리볶음밥(재),W003,71.297875366,86.997875366,122.53662537,23.693,213.339,74.28,2018-03-12
17,C088,냉동밥 취반#1,2BA03308,타이풍볶음밥E(재),W003,72.966342596,86.566342596,122.6524426,24.057,214.057,78.05,2018-03-13
1,C096,2동 쿠커 #2,23S01364,홈스타일크림스파게티소스/14일에이징출고(재),W003,72.800069696,86.300069696,122.4136197,24.076,210.699,79.06,2018-03-12
11,D006,튜브,13A00798,요리가맛있어지는비법간장소스,W005,72.440792118,94.840792118,130.80974212,23.979,212.186,75.24,2018-03-12
18,D087,냉동밥 내포장#2,1BA03216,AAF게살새우볶음밥(알밥)*,W005,72.47006102,91.17006102,127.29301102,24.082,209.75,73.12,2018-03-13
4,D088,냉동밥 내포장#1,1BA03137,매드포갈릭갈릭버터라이스300g,W005,72.129198731,109.12919873,145.10714873,23.985,212.354,77.14,2018-03-12
10,D088,냉동밥 내포장#1,1BA03137,매드포갈릭갈릭버터라이스300g,W005,71.937352999,95.537352999,131.503203,23.977,213.394,77.8,2018-03-12
14,D088,냉동밥 내포장#1,1BA03303,셰프리볶음밥,W005,72.519576018,132.31957602,168.32582602,24.004,209.577,75.62,2018-03-12
16,D088,냉동밥 내포장#1,1BA03303,셰프리볶음밥,W005,71.923763014,106.22376301,142.05261301,23.886,212.206,72.72,2018-03-12
7,P005,3.2K마요포장(#5),16B06008,이츠웰골드마요네즈3.2kg,W007,72.839865756,140.23986576,176.39946576,24.106,213.113,79.76,2018-03-12
2,P006,튜브포장(#6),13R13036,요리가맛있어지는비법마요소스,W007,72.672173593,136.87217359,173.08177359,24.14,212.047,77.95,2018-03-12
9,P007,2동 컵(샐러드)포장(#7),16A03014,AAF콘샐러드,W007,72.984288379,94.984288379,131.24878838,24.176,213.939,80.52,2018-03-14
9,C006,2동 쿠커 #3,2BA01018,큼직한쇠고기버섯죽(재),W003,72.402075146,138.80207515,174.94647515,24.096,207.975,73.1,2018-03-13
3,C008,프리머 #2,26B06100,정성담은마요네즈(250g)(재),W003,73.346580912,121.54658091,157.71563091,24.113,216.01,75.07,2018-03-13
4,C088,냉동밥 취반#1,2BA03174,통새우볶음밥(노브랜드)(재),W003,73.061281077,118.96128108,155.09643108,24.09,209.753,75.97,2018-03-13
5,C088,냉동밥 취반#1,2BA03174,통새우볶음밥(노브랜드)(재),W003,73.138670943,113.63867094,149.83347094,24.13,212.686,81.38,2018-03-13
16,C088,냉동밥 취반#1,2BA03094,비비고곤드레밥200g(재),W003,73.208711552,109.30871155,145.53931155,24.154,206.569,74.59,2018-03-14
10,D087,냉동밥 내포장#2,1BA03297,비비고새우볶음밥(홈플),W005,73.3990132,109.3990132,145.5926632,24.129,212.389,76.94,2018-03-13
13,D087,냉동밥 내포장#2,1BA03297,비비고새우볶음밥(홈플),W005,72.770353075,123.97035307,160.10000307,24.086,212.792,72.94,2018-03-13
15,D087,냉동밥 내포장#2,1BA03302,비비고새우볶음밥/알밥(롯데),W005,72.18522911,107.18522911,143.25882911,24.049,201.528,73.85,2018-03-13
1,D088,냉동밥 내포장#1,1BA03308,타이풍볶음밥E,W005,72.051491044,108.85149104,144.84634104,23.997,211.906,75.34,2018-03-13
2,D088,냉동밥 내포장#1,1BA03308,타이풍볶음밥E,W005,71.960687107,107.76068711,143.74053711,23.987,205.107,75.21,2018-03-13
7,D088,냉동밥 내포장#1,1BA03174,통새우볶음밥(노브랜드),W005,72.093625525,107.19362552,143.16812552,23.983,209.935,76.34,2018-03-13
8,D088,냉동밥 내포장#1,1BA03174,통새우볶음밥(노브랜드),W005,72.664706302,101.3647063,137.3621063,23.998,205.458,80.93,2018-03-13
14,D088,냉동밥 내포장#1,1BA03157,비비고낙지비빔밥200g,W005,72.472729674,95.972729674,131.85442967,23.921,216.614,79.81,2018-03-13
6,P006,튜브포장(#6),16B06100,정성담은마요네즈(250g),W007,72.847042617,132.74704262,168.64784262,23.934,205.144,78.55,2018-03-13
11,P006,튜브포장(#6),16B06081,이마트마요네즈300g,W007,72.287187723,85.587187723,121.47208772,23.923,209.005,79.64,2018-03-13
17,P006,튜브포장(#6),13A00752,샘표불고기양념300g(핀란드),W007,72.394026967,91.394026967,127.32202697,23.952,219.331,78.31,2018-03-14
12,P007,2동 컵(샐러드)포장(#7),16A02022,단호박샐러드100g,W007,72.261235501,89.261235501,125.2143355,23.969,208.201,73.84,2018-03-15
9,C002,쿠커 #2,23K03131,빠네크림소스T(재),W003,72.848172153,96.748172153,132.67742215,23.953,206.159,78.02,2018-03-14
11,C002,쿠커 #2,23K03131,빠네크림소스T(재),W003,72.125194295,102.72519429,138.67729429,23.968,212.39,80.86,2018-03-14
7,C008,프리머 #2,26B06024,이츠웰골드마요네즈1kg(재),W003,72.545319457,100.84531946,136.79881946,23.969,208.602,79.67,2018-03-14
10,C008,프리머 #2,26B06024,이츠웰골드마요네즈1kg(재),W003,72.636277399,99.836277399,135.8531274,24.011,202.983,76.96,2018-03-14
13,C008,프리머 #2,26B06024,이츠웰골드마요네즈1kg(재),W003,72.799840907,101.29984091,137.30729091,24.005,210.623,75.12,2018-03-14
20,C008,프리머 #2,26B06095,골드마요네즈3.2kg(캡파우치)(재),W003,73.037900193,93.137900193,129.14090019,24.002,206.885,74.55,2018-03-15
14,C088,냉동밥 취반#1,2BA03176,비비고시래기나물밥200g(재),W003,72.114199201,102.7141992,138.7073992,23.995,209.958,73.71,2018-03-14
15,C088,냉동밥 취반#1,2BA03176,비비고시래기나물밥200g(재),W003,72.250608972,95.550608972,131.64805897,24.065,212.168,72.64,2018-03-14
18,C088,냉동밥 취반#1,2BA03216,AAF게살새우볶음밥(알밥)(재)*,W003,72.36791851,96.86791851,132.93666851,24.046,209.828,78.69,2018-03-14
22,C088,냉동밥 취반#1,2BA03158,비비고불고기비빔밥200g(재),W003,72.650934937,106.75093494,142.83323494,24.055,217.181,80.33,2018-03-15
23,C088,냉동밥 취반#1,2BA03158,비비고불고기비빔밥200g(재),W003,72.431712105,97.531712105,133.6146121,24.055,208.515,74.87,2018-03-15
8,D0036,로타리 #5,16B06024,이츠웰골드마요네즈1kg,W005,73.01740467,103.11740467,139.50670467,24.26,217.041,73.65,2018-03-14
19,D0036,로타리 #5,16B06095,골드마요네즈3.2kg(캡파우치),W005,72.636491253,104.83649125,141.12089125,24.19,211.267,73.77,2018-03-15
5,D004,PET병,13D02278,참깨&흑임자드레싱-N 105g,W005,71.78400546,115.48400546,151.19945546,23.81,204.572,79.85,2018-03-14
3,D087,냉동밥 내포장#2,1BA03302,비비고새우볶음밥/알밥(롯데),W005,73.205983757,108.80598376,145.06608376,24.173,218.322,76.22,2018-03-14
4,D087,냉동밥 내포장#2,1BA03302,비비고새우볶음밥/알밥(롯데),W005,73.207227274,105.30722727,141.68582727,24.252,213.379,72.88,2018-03-14
12,D087,냉동밥 내포장#2,1BA10030,비비고새우볶음밥(롯데),W005,73.837807674,110.33780767,146.81845767,24.32,211.325,81.64,2018-03-14
1,D088,냉동밥 내포장#1,1BA03094,비비고곤드레밥200g,W005,72.362001172,106.26200117,142.19095117,23.953,210.846,78.82,2018-03-14
2,D088,냉동밥 내포장#1,1BA03176,비비고시래기나물밥200g,W005,71.355152329,102.85515233,138.40990233,23.703,208.679,75.47,2018-03-14
6,D088,냉동밥 내포장#1,1BA03176,비비고시래기나물밥200g,W005,72.686612921,103.48661292,139.75206292,24.177,213.79,77.21,2018-03-14
16,D088,냉동밥 내포장#1,1BA03093,비비고취나물밥200g,W005,73.46154802,101.66154802,137.95794802,24.198,214.099,81.54,2018-03-14
21,D088,냉동밥 내포장#1,1BA03158,비비고불고기비빔밥200g,W005,73.165505219,101.96550522,138.09405522,24.086,219.438,74.45,2018-03-15
17,D088,냉동밥 내포장#1,1BA03216,AAF게살새우볶음밥(알밥)*,W005,72.158007363,89.158007363,124.97745736,23.88,210.503,76.88,2018-03-15
6,C002,쿠커 #2,2BA02020,양송이크림스프T(재),W003,71.561661772,87.861661772,123.48076177,23.746,213.53,73.1,2018-03-15
5,C007,프리머 #1,26B04017,마요네즈(제빵용)/중국산(재),W003,72.148497903,105.4484979,141.5205479,24.048,213.179,74.27,2018-03-15
9,C007,프리머 #1,26B03011,네네마요네즈153kg(재),W003,72.623985679,102.52398568,138.80503568,24.187,212.58,81.42,2018-03-15
12,C007,프리머 #1,26B06084,디딤돌골드마요네즈3.2kg(재),W003,72.170863318,101.37086332,137.16191332,23.861,204.291,73.91,2018-03-15
7,C088,냉동밥 취반#1,2BA03315,위즈메택불고기맛볶음밥(재),W003,72.578796714,97.478796714,133.69284671,24.143,213.24,73.95,2018-03-15
8,C088,냉동밥 취반#1,2BA03315,위즈메택불고기맛볶음밥(재),W003,73.043474751,,,24.096,210.008,73.28,2018-03-15
15,C088,냉동밥 취반#1,2BA03159,비비고깍두기볶음밥200g(재),W003,72.435813506,89.635813506,125.53656351,23.934,207.122,73.91,2018-03-16
18,C088,냉동밥 취반#1,2BA03309,짬뽕볶음밥E(재),W003,71.911750108,100.71175011,136.61465011,23.935,208.543,74.54,2018-03-16
13,D006,튜브,13R10044,노브랜드머스타드소스,W005,72.583577765,96.883577765,132.97707776,24.062,210.017,77.58,2018-03-16
2,D087,냉동밥 내포장#2,1BA03200,비비고새우볶음밥210g(알밥),W005,71.882155281,98.482155281,134.39205528,23.94,211.889,78.8,2018-03-15
3,D087,냉동밥 내포장#2,1BA03200,비비고새우볶음밥210g(알밥),W005,71.471838743,92.771838743,128.44913874,23.785,211.833,74.74,2018-03-15
10,D087,냉동밥 내포장#2,1BA03201,비비고닭가슴살볶음밥210g(알밥),W005,72.16286388,96.96286388,132.53391388,23.714,207.379,78.15,2018-03-15
11,D087,냉동밥 내포장#2,1BA03201,비비고닭가슴살볶음밥210g(알밥),W005,71.981758408,98.181758408,133.76135841,23.72,204.926,71.47,2018-03-15
1,D088,냉동밥 내포장#1,1BA03216,AAF게살새우볶음밥(알밥)*,W005,71.672449192,102.37244919,138.01314919,23.76,204.894,77.17,2018-03-15
4,D088,냉동밥 내포장#1,1BA03315,위즈메택불고기맛볶음밥,W005,71.936398664,96.836398664,132.69454866,23.905,211.914,79.21,2018-03-15
14,D088,냉동밥 내포장#1,1BA03175,매콤낙지볶음밥(노브랜드),W005,71.820485734,88.520485734,124.12868573,23.739,206.355,75.45,2018-03-16
16,P006,튜브포장(#6),13R10044,노브랜드머스타드소스,W007,71.728067293,96.928067293,132.44691729,23.679,207.266,72.74,2018-03-16
17,P006,튜브포장(#6),13R07051,노브랜드허브칠리소스,W007,72.360365029,96.160365029,131.92911503,23.846,207.267,72.17,2018-03-16
5,C002,쿠커 #2,23K03139,풀잎채크림소스(재),W003,71.702925895,85.302925895,120.8322759,23.686,212.568,74.77,2018-03-16
13,C002,쿠커 #2,23S19071,오레또미트스파게티소스1kg(재),W003,72.307905217,87.007905217,122.76880522,23.841,211.729,80.49,2018-03-16
17,C002,쿠커 #2,23S19071,오레또미트스파게티소스1kg(재),W003,72.684074451,87.584074451,123.44567445,23.908,213.752,77.21,2018-03-16
16,C008,프리머 #2,26B06022,피자스쿨마요네즈(재),W003,71.933208315,90.533208315,126.06850831,23.69,208.661,78.89,2018-03-16
9,C088,냉동밥 취반#1,2BA03319,하남돼지집김치볶음밥(재),W003,72.592384402,104.1923844,140.1314844,23.959,208.548,80.14,2018-03-16
10,C088,냉동밥 취반#1,2BA03319,하남돼지집김치볶음밥(재),W003,72.824658064,95.624658064,131.55315806,23.952,211.475,75.02,2018-03-16
14,D0036,로타리 #5,16B06022,피자스쿨마요네즈,W005,72.543334493,95.243334493,131.22768449,23.99,206.357,78.18,2018-03-16
2,D087,냉동밥 내포장#2,1BA03213,AAF불곱창깍두기볶음밥250g(알밥)*,W005,73.056389037,96.156389037,132.21043904,24.036,214.714,74.18,2018-03-16
4,D087,냉동밥 내포장#2,1BA03213,AAF불곱창깍두기볶음밥250g(알밥)*,W005,72.721160766,96.921160766,132.81406077,23.929,209.839,74.17,2018-03-16
6,D087,냉동밥 내포장#2,1BA03213,AAF불곱창깍두기볶음밥250g(알밥)*,W005,72.593348905,94.693348905,130.6380989,23.963,213.137,75.87,2018-03-16
7,D087,냉동밥 내포장#2,1BA03213,AAF불곱창깍두기볶음밥250g(알밥)*,W005,72.5676888,90.1676888,126.0960388,23.952,206.847,74.45,2018-03-16
8,D087,냉동밥 내포장#2,1BA03213,AAF불곱창깍두기볶음밥250g(알밥)*,W005,73.287441913,109.38744191,145.59224191,24.137,218.089,79.49,2018-03-16
18,D087,냉동밥 내포장#2,1BA03320,흑미밥-S(3KG),W005,72.499334025,99.999334025,135.97413403,23.983,212.131,78.32,2018-03-16
1,D088,냉동밥 내포장#1,1BA03159,비비고깍두기볶음밥200g,W005,72.541689122,86.541689122,122.38538912,23.896,206.406,79.31,2018-03-16
3,D088,냉동밥 내포장#1,1BA03159,비비고깍두기볶음밥200g,W005,72.996916901,96.396916901,132.5231669,24.084,211.043,80.47,2018-03-16
11,D088,냉동밥 내포장#1,1BA03319,하남돼지집김치볶음밥,W005,73.007188561,93.907188561,130.06118856,24.103,214.27,78.99,2018-03-16
15,D088,냉동밥 내포장#1,1BA03049,김치볶음밥-S,W005,72.644200182,99.544200182,135.50595018,23.975,206.663,72.59,2018-03-16
19,D088,냉동밥 내포장#1,1BA03309,짬뽕볶음밥E,W005,73.163651859,99.263651859,135.50470186,24.161,216.554,77.07,2018-03-16
20,D088,냉동밥 내포장#1,1BA03309,짬뽕볶음밥E,W005,72.468143902,103.6681439,139.5995439,23.954,210.651,75.89,2018-03-16
12,P0F0,PET#2,13D02286,발사믹올리브유드레싱235g,W007,72.104122925,98.604122925,134.63897292,24.023,213.801,74.51,2018-03-16
3,C088,냉동밥 취반#1,2BA03216,AAF게살새우볶음밥(알밥)(재)*,W003,72.778683642,93.778683642,129.74193364,23.976,212.98,73.72,2018-03-19
4,C088,냉동밥 취반#1,2BA03202,강원나물밥200g(알밥)(재),W003,72.11405363,92.31405363,128.10805363,23.863,210.42,75.32,2018-03-20
1,D045,병(PET)12열충전,13D02271,골드파인애플&골드키위저지방샐러드소스525,W005,72.659483921,104.35948392,140.67863392,24.213,208.705,77.56,2018-03-19
2,D088,냉동밥 내포장#1,1BA03216,AAF게살새우볶음밥(알밥)*,W005,72.219877732,88.419877732,124.43307773,24.009,218.674,76.63,2018-03-19
8,C005,2동 쿠커 #4,26A02023,NEW단호박샐러드-1(재),W003,72.682869329,87.682869329,123.57101933,23.925,210.879,73.47,2018-03-20
15,C088,냉동밥 취반#1,2BA03214,닭가슴살볶음밥(노브랜드)(재),W003,72.846385218,97.746385218,133.97133522,24.15,213.272,74.28,2018-03-21
4,D087,냉동밥 내포장#2,1BA03157,비비고낙지비빔밥200g,W005,72.787602069,96.487602069,132.87830207,24.26,214.966,79.34,2018-03-20
5,D087,냉동밥 내포장#2,1BA03157,비비고낙지비빔밥200g,W005,72.817330096,98.517330096,134.6514801,24.089,210.252,80.15,2018-03-20
9,D087,냉동밥 내포장#2,1BA03158,비비고불고기비빔밥200g,W005,73.712560403,102.2125604,138.5916604,24.253,215.366,76.86,2018-03-20
12,D087,냉동밥 내포장#2,1BA03158,비비고불고기비빔밥200g,W005,73.45605702,104.15605702,140.49695702,24.227,218.197,81.19,2018-03-21
13,D087,냉동밥 내포장#2,1BA03158,비비고불고기비빔밥200g,W005,71.457516904,103.3575169,139.0377669,23.787,212.303,77.93,2018-03-21
1,D088,냉동밥 내포장#1,1BA03202,강원나물밥200g(알밥),W005,73.097233472,89.997233472,126.32888347,24.221,214.633,81.58,2018-03-20
3,D088,냉동밥 내포장#1,1BA03202,강원나물밥200g(알밥),W005,72.224395614,99.124395614,135.08764561,23.976,210.152,80.02,2018-03-20
6,D088,냉동밥 내포장#1,1BA03174,통새우볶음밥(노브랜드),W005,72.892730682,96.192730682,132.32003068,24.085,218.068,79.17,2018-03-20
7,D088,냉동밥 내포장#1,1BA03174,통새우볶음밥(노브랜드),W005,73.224865377,103.32486538,139.76141538,24.291,207.886,76.5,2018-03-20
10,D088,냉동밥 내포장#1,1BA03174,통새우볶음밥(노브랜드),W005,73.869304028,100.76930403,137.21220403,24.295,207.601,73.77,2018-03-20
11,D088,냉동밥 내포장#1,1BA03174,통새우볶음밥(노브랜드),W005,71.583114243,100.48311424,136.18166424,23.799,211.732,78.94,2018-03-20
14,D088,냉동밥 내포장#1,1BA03174,통새우볶음밥(노브랜드),W005,72.223883487,97.223883487,133.27718349,24.036,210.935,80.76,2018-03-21
16,D088,냉동밥 내포장#1,1BA03214,닭가슴살볶음밥(노브랜드),W005,73.774415973,97.574415973,134.03431597,24.307,214.453,75.13,2018-03-21
17,P006,튜브포장(#6),13D04126,홈스타일1000아일랜드드레싱,W007,72.918405117,99.918405117,135.99410512,24.05,213.228,72.82,2018-03-21
4,C002,쿠커 #2,23S01397,에땅미트소스1kg(재),W003,72.332249911,104.33224991,140.39869991,24.044,208.544,78.23,2018-03-21
7,C002,쿠커 #2,23S01397,에땅미트소스1kg(재),W003,71.905633315,102.80563332,138.64913332,23.896,212.313,78.13,2018-03-21
3,C010,파일롯,23D02252,망고치아씨드샐러드소스2kg(재),W003,73.008082072,104.60808207,140.64653207,24.026,208.59,75.24,2018-03-21
2,C088,냉동밥 취반#1,2BA03137,매드포갈릭갈릭버터라이스300g(재),W003,73.101007831,103.90100783,139.99870783,24.065,216.326,77.83,2018-03-21
6,C088,냉동밥 취반#1,2BA03094,비비고곤드레밥200g(재),W003,71.307303966,103.00730397,138.63835397,23.754,207.783,73.2,2018-03-21
10,C088,냉동밥 취반#1,2BA03093,비비고취나물밥200g(재),W003,72.399858322,124.69985832,160.53955832,23.893,212.629,76.21,2018-03-22
15,C088,냉동밥 취반#1,2BA03299,날치알이톡톡터지는알밥(알밥)(재),W003,69.471605748,79.971605748,114.29810575,22.884,200.77,,2018-03-22
