연령,직업군,결혼여부,학력,신용카드소지여부,주택대출여부,개인대출여부,contact,통화시간,연락시도횟수,p_days,과거통화횟수,계약여부,카드종류,연락일
54,미취업자,결혼,고졸,없음,대출있음,없음,휴대폰,127,1,,1,no,123,2020-09-22
48,산업노동자,결혼,중졸,미확인,대출있음,없음,휴대폰,84,1,,0,no,124,2020-09-22
32,기업가,결혼,고졸,없음,없음,없음,휴대폰,432,2,,0,no,125,2020-09-22
50,공무원,결혼,대졸학사,없음,대출있음,없음,휴대폰,94,1,,0,no,126,2020-09-22
38,기업가,결혼,중졸,없음,대출있음,없음,휴대폰,76,3,,0,no,127,2020-09-22
37,회사원,결혼,대졸학사,없음,없음,없음,휴대폰,475,1,,0,no,128,2020-09-22
35,산업노동자,결혼,검정고시,없음,없음,없음,휴대폰,348,1,,0,no,129,2020-09-22
30,기업가,미혼,대졸학사,없음,대출있음,대출있음,휴대폰,309,1,,0,no,130,2020-09-22
35,회사원,결혼,대졸학사,없음,없음,없음,휴대폰,112,2,,0,no,131,2020-09-22
50,공무원,결혼,대졸학사,없음,없음,없음,휴대폰,66,1,,0,no,132,2020-09-22
35,자영업자,결혼,석박사,없음,대출있음,없음,휴대폰,91,1,,1,no,133,2020-09-22
54,자영업자,결혼,고졸,없음,없음,대출있음,휴대폰,72,1,,0,no,134,2020-09-22
32,기업가,결혼,대졸학사,없음,없음,없음,휴대폰,73,3,,0,no,135,2020-09-22
56,서비스종사자,이혼,검정고시,없음,대출있음,없음,휴대폰,199,1,,0,no,136,2020-09-22
31,기술자,미혼,석박사,없음,없음,없음,휴대폰,165,2,,1,no,137,2020-09-23
49,회사원,결혼,대졸학사,없음,없음,없음,휴대폰,163,1,,1,no,138,2020-09-23
45,기술자,이혼,석박사,없음,대출있음,대출있음,휴대폰,124,1,,0,no,139,2020-09-23
45,기술자,이혼,석박사,없음,대출있음,대출있음,휴대폰,178,1,,0,no,140,2020-09-23
41,산업노동자,결혼,석박사,미확인,없음,없음,휴대폰,124,1,,0,no,141,2020-09-23
51,서비스종사자,결혼,고졸,없음,없음,없음,휴대폰,93,1,,1,no,142,2020-09-23
32,서비스종사자,결혼,석박사,없음,대출있음,대출있음,휴대폰,265,1,,0,no,143,2020-09-24
41,산업노동자,결혼,전문학교,없음,대출있음,없음,휴대폰,77,1,,0,no,144,2020-09-24
37,공무원,결혼,대졸학사,없음,없음,없음,휴대폰,96,2,,1,no,145,2020-09-24
35,회사원,결혼,전문학교,없음,없음,대출있음,휴대폰,140,2,,1,no,146,2020-09-24
40,회사원,이혼,고졸,없음,없음,없음,휴대폰,179,1,,0,no,147,2020-09-24
36,공무원,결혼,대졸학사,없음,대출있음,없음,유선전화,155,4,,0,no,148,2020-09-24
30,회사원,이혼,대졸학사,없음,대출있음,대출있음,휴대폰,384,2,,0,no,149,2020-09-24
35,기술자,결혼,석박사,없음,없음,없음,휴대폰,98,3,,0,no,150,2020-09-24
35,기술자,결혼,대졸학사,없음,없음,없음,휴대폰,90,2,,1,no,151,2020-09-25
47,서비스종사자,결혼,전문학교,없음,없음,없음,휴대폰,110,2,,0,no,152,2020-09-25
47,기업가,이혼,대졸학사,없음,없음,없음,휴대폰,62,2,,1,no,153,2020-09-25
34,산업노동자,결혼,중졸,없음,없음,없음,휴대폰,120,2,,0,no,154,2020-09-25
43,기업가,결혼,중졸,없음,대출있음,없음,휴대폰,154,3,,1,no,155,2020-09-25
37,서비스종사자,결혼,전문학교,없음,대출있음,없음,휴대폰,157,2,,0,no,156,2020-09-25
50,기술자,결혼,석박사,없음,미확인,미확인,휴대폰,319,2,,1,no,157,2020-09-26
46,기술자,이혼,중졸,미확인,대출있음,없음,휴대폰,262,2,,0,no,158,2020-09-26
35,서비스종사자,미혼,석박사,미확인,대출있음,없음,휴대폰,114,2,,0,no,159,2020-09-26
36,미취업자,결혼,검정고시,없음,없음,없음,휴대폰,177,2,,0,no,160,2020-09-26
49,산업노동자,결혼,검정고시,미확인,없음,없음,휴대폰,157,2,,0,no,161,2020-09-26
38,회사원,결혼,전문학교,미확인,대출있음,대출있음,휴대폰,65,2,,0,no,162,2020-09-26
36,산업노동자,미혼,고졸,없음,대출있음,없음,휴대폰,82,2,,1,no,163,2020-09-27
57,산업노동자,결혼,석박사,없음,없음,없음,휴대폰,244,2,,0,no,164,2020-09-27
41,산업노동자,결혼,검정고시,없음,대출있음,대출있음,유선전화,137,1,,0,no,165,2020-09-27
51,회사원,결혼,고졸,없음,없음,대출있음,휴대폰,110,5,,0,no,166,2020-09-27
48,회사원,결혼,미확인,미확인,없음,대출있음,휴대폰,63,3,,0,no,167,2020-09-27
33,기술자,미혼,석박사,없음,없음,없음,휴대폰,125,2,,0,no,168,2020-09-27
43,기업가,결혼,중졸,없음,대출있음,없음,휴대폰,40,2,,0,no,169,2020-09-28
46,산업노동자,결혼,검정고시,없음,없음,대출있음,휴대폰,97,2,,0,no,170,2020-09-28
30,기술자,미혼,석박사,없음,대출있음,대출있음,휴대폰,69,2,,0,no,171,2020-09-28
39,회사원,결혼,대졸학사,없음,없음,없음,휴대폰,123,2,,0,no,172,2020-09-29
35,회사원,이혼,대졸학사,없음,대출있음,없음,휴대폰,188,2,,0,no,173,2020-09-29
35,산업노동자,결혼,석박사,없음,대출있음,없음,휴대폰,172,2,,1,no,174,2020-09-29
48,회사원,결혼,대졸학사,미확인,대출있음,없음,유선전화,82,2,,0,no,175,2020-09-29
37,공무원,결혼,대졸학사,없음,없음,없음,휴대폰,114,5,,0,no,176,2020-09-29
51,자영업자,결혼,대졸학사,없음,대출있음,대출있음,휴대폰,55,2,,0,no,177,2020-09-29
41,공무원,결혼,대졸학사,없음,대출있음,없음,휴대폰,54,2,,0,no,178,2020-09-29
44,공무원,미혼,대졸학사,없음,대출있음,없음,휴대폰,120,2,,1,no,179,2020-09-29
50,공무원,결혼,전문학교,없음,대출있음,대출있음,휴대폰,174,3,,0,no,180,2020-09-30
35,회사원,이혼,전문학교,없음,대출있음,없음,휴대폰,250,2,,0,no,181,2020-09-30
33,기술자,결혼,석박사,없음,없음,없음,휴대폰,45,2,,1,no,182,2020-10-01
39,회사원,결혼,대졸학사,없음,없음,없음,휴대폰,251,2,,0,no,183,2020-10-01
50,산업노동자,결혼,중졸,없음,대출있음,대출있음,유선전화,234,3,,0,no,184,2020-10-01
39,서비스종사자,결혼,고졸,없음,대출있음,없음,휴대폰,219,3,,0,no,185,2020-10-01
58,공무원,결혼,대졸학사,없음,대출있음,대출있음,휴대폰,240,2,,1,no,186,2020-10-01
41,산업노동자,이혼,고졸,없음,대출있음,없음,유선전화,32,2,,0,no,187,2020-10-01
36,회사원,결혼,전문학교,없음,대출있음,없음,휴대폰,94,2,,0,no,188,2020-10-01
47,공무원,결혼,대졸학사,없음,없음,없음,휴대폰,139,2,,0,no,189,2020-10-02
55,기업가,결혼,대졸학사,미확인,대출있음,대출있음,휴대폰,157,2,,0,no,190,2020-10-02
49,자영업자,미혼,석박사,미확인,대출있음,없음,유선전화,126,4,,0,no,191,2020-10-02
44,산업노동자,결혼,석박사,미확인,없음,없음,휴대폰,214,2,,0,no,192,2020-10-02
34,공무원,미혼,대졸학사,없음,대출있음,대출있음,휴대폰,79,2,,0,no,193,2020-10-03
46,회사원,결혼,전문학교,없음,대출있음,없음,휴대폰,107,3,,0,no,194,2020-10-03
54,회사원,결혼,대졸학사,없음,대출있음,대출있음,휴대폰,399,2,,0,no,195,2020-10-03
35,산업노동자,결혼,고졸,없음,대출있음,없음,휴대폰,231,2,,0,no,196,2020-10-03
40,미취업자,결혼,석박사,없음,없음,없음,유선전화,129,2,,0,no,197,2020-10-03
53,자영업자,이혼,대졸학사,없음,없음,없음,휴대폰,597,2,,0,no,198,2020-10-03
30,회사원,미혼,전문학교,없음,미확인,미확인,휴대폰,229,2,,0,no,199,2020-10-03
53,자영업자,결혼,중졸,없음,대출있음,대출있음,휴대폰,464,2,,1,no,200,2020-10-03
42,기술자,결혼,검정고시,없음,없음,없음,휴대폰,166,2,,1,no,201,2020-10-04
58,주부,결혼,중졸,미확인,없음,없음,휴대폰,91,2,,0,no,202,2020-10-04
47,산업노동자,결혼,고졸,없음,대출있음,대출있음,휴대폰,196,3,,0,no,203,2020-10-05
37,공무원,결혼,대졸학사,없음,대출있음,대출있음,유선전화,71,4,,0,no,204,2020-10-06
53,기업가,결혼,고졸,없음,대출있음,없음,휴대폰,146,2,,1,no,205,2020-10-06
39,회사원,결혼,대졸학사,없음,없음,없음,휴대폰,123,2,,0,no,206,2020-10-06
32,학생,미혼,대졸학사,없음,대출있음,없음,휴대폰,203,2,,0,no,207,2020-10-06
41,기술자,결혼,고졸,없음,대출있음,없음,유선전화,102,2,,1,no,208,2020-10-06
39,회사원,결혼,대졸학사,없음,대출있음,대출있음,휴대폰,175,2,,0,no,209,2020-10-06
35,산업노동자,결혼,검정고시,없음,없음,없음,휴대폰,86,2,,1,no,210,2020-10-06
50,회사원,결혼,전문학교,없음,없음,없음,휴대폰,87,3,,0,no,211,2020-10-06
36,공무원,이혼,석박사,없음,없음,없음,휴대폰,75,2,,0,no,212,2020-10-06
53,공무원,결혼,대졸학사,없음,대출있음,없음,휴대폰,313,2,,0,no,213,2020-10-07
53,공무원,결혼,대졸학사,없음,대출있음,없음,휴대폰,244,2,,0,no,214,2020-10-07
54,회사원,이혼,대졸학사,없음,대출있음,대출있음,휴대폰,355,2,,0,no,215,2020-10-07
32,서비스종사자,이혼,전문학교,없음,대출있음,없음,휴대폰,74,2,,1,no,216,2020-10-07
32,회사원,미혼,대졸학사,없음,대출있음,없음,휴대폰,145,2,,1,no,217,2020-10-07
47,공무원,결혼,대졸학사,없음,없음,없음,휴대폰,141,3,,0,no,218,2020-10-07
43,공무원,결혼,대졸학사,없음,대출있음,없음,휴대폰,51,4,,0,no,219,2020-10-07
57,회사원,결혼,대졸학사,없음,없음,대출있음,휴대폰,192,2,,0,no,220,2020-10-07
32,회사원,결혼,전문학교,없음,없음,없음,휴대폰,464,3,,0,no,221,2020-10-07
33,회사원,결혼,전문학교,없음,대출있음,없음,휴대폰,125,2,,0,no,222,2020-10-07
36,산업노동자,미혼,고졸,없음,대출있음,없음,휴대폰,67,2,,1,no,223,2020-10-07
36,자영업자,결혼,대졸학사,없음,대출있음,없음,휴대폰,79,3,,0,no,224,2020-10-07
45,공무원,결혼,대졸학사,없음,없음,없음,휴대폰,72,2,,0,no,225,2020-10-07
55,공무원,결혼,대졸학사,없음,대출있음,없음,유선전화,47,3,,0,no,226,2020-10-07
36,회사원,결혼,전문학교,없음,대출있음,없음,휴대폰,722,3,,1,no,227,2020-10-07
39,기술자,결혼,대졸학사,없음,없음,대출있음,휴대폰,1437,2,,0,yes,87,2020-10-08
50,공무원,미혼,대졸학사,없음,없음,없음,휴대폰,175,2,,0,no,88,2020-10-08
34,산업노동자,결혼,고졸,없음,대출있음,대출있음,휴대폰,133,2,,0,no,89,2020-10-08
46,기술자,결혼,석박사,없음,대출있음,없음,휴대폰,163,2,,1,no,90,2020-10-08
30,자영업자,결혼,석박사,미확인,대출있음,없음,휴대폰,273,2,,0,no,91,2020-10-08
56,회사원,결혼,대졸학사,없음,대출있음,대출있음,휴대폰,147,2,,0,no,92,2020-10-09
44,공무원,결혼,대졸학사,없음,대출있음,없음,휴대폰,170,2,,1,no,93,2020-10-09
46,미취업자,결혼,전문학교,미확인,대출있음,없음,휴대폰,81,2,,0,no,94,2020-10-09
43,기업가,결혼,중졸,없음,대출있음,없음,휴대폰,727,4,,0,no,95,2020-10-09
47,회사원,이혼,대졸학사,없음,없음,대출있음,휴대폰,96,2,,0,no,96,2020-10-09
47,서비스종사자,미혼,고졸,없음,없음,없음,휴대폰,187,2,,0,no,97,2020-10-09
37,미취업자,미혼,대졸학사,없음,대출있음,없음,휴대폰,135,2,,0,no,98,2020-10-09
45,공무원,결혼,대졸학사,없음,없음,없음,휴대폰,633,2,,0,no,99,2020-10-10
43,회사원,이혼,석박사,없음,대출있음,없음,유선전화,55,2,,0,no,100,2020-10-10
44,기술자,결혼,전문학교,없음,없음,없음,휴대폰,231,2,,0,no,101,2020-10-10
31,공무원,결혼,대졸학사,없음,대출있음,없음,휴대폰,715,2,,0,no,102,2020-10-10
46,기술자,결혼,석박사,없음,대출있음,없음,휴대폰,135,2,,0,no,103,2020-10-10
45,기업가,결혼,중졸,없음,미확인,미확인,유선전화,67,7,,0,no,104,2020-10-10
40,산업노동자,결혼,고졸,미확인,없음,없음,휴대폰,113,3,,0,no,105,2020-10-11
56,기술자,미혼,석박사,없음,대출있음,없음,휴대폰,116,6,,0,no,106,2020-10-11
45,미취업자,미혼,석박사,없음,없음,없음,휴대폰,191,2,,0,no,107,2020-10-11
40,산업노동자,결혼,중졸,없음,없음,없음,휴대폰,103,6,,0,no,108,2020-10-11
36,기술자,결혼,전문학교,없음,없음,없음,휴대폰,255,3,,0,no,109,2020-10-11
41,산업노동자,결혼,석박사,미확인,대출있음,없음,휴대폰,190,2,,0,no,110,2020-10-11
31,회사원,결혼,전문학교,없음,없음,없음,휴대폰,204,2,,0,no,111,2020-10-11
46,자영업자,결혼,중졸,없음,없음,없음,휴대폰,354,2,,1,no,112,2020-10-12
33,기술자,미혼,고졸,없음,없음,없음,휴대폰,61,3,,0,no,113,2020-10-12
46,기업가,결혼,대졸학사,없음,대출있음,없음,휴대폰,148,2,,0,no,114,2020-10-12
50,주부,결혼,중졸,없음,없음,없음,휴대폰,878,2,,0,no,115,2020-10-12
32,회사원,결혼,대졸학사,없음,없음,없음,휴대폰,138,2,,0,no,116,2020-10-12
30,공무원,결혼,대졸학사,없음,없음,대출있음,휴대폰,89,2,,1,no,117,2020-10-12
35,자영업자,이혼,대졸학사,없음,없음,없음,휴대폰,271,3,,0,no,118,2020-10-12
31,기술자,미혼,대졸학사,없음,없음,없음,휴대폰,171,2,,1,no,119,2020-10-13
39,공무원,결혼,전문학교,없음,없음,없음,휴대폰,361,2,,0,no,120,2020-10-13
54,공무원,결혼,대졸학사,없음,없음,없음,휴대폰,244,3,,0,no,121,2020-10-13
34,서비스종사자,결혼,고졸,없음,없음,없음,휴대폰,218,2,4,1,no,122,2020-10-13
44,서비스종사자,결혼,전문학교,미확인,없음,없음,휴대폰,43,2,,0,no,123,2020-10-13
37,공무원,결혼,대졸학사,없음,없음,없음,휴대폰,658,3,,1,no,124,2020-10-13
30,산업노동자,결혼,고졸,없음,대출있음,없음,휴대폰,136,2,,1,no,125,2020-10-13
54,회사원,결혼,중졸,미확인,대출있음,없음,휴대폰,127,4,,0,no,126,2020-10-13
29,기술자,결혼,석박사,없음,대출있음,없음,휴대폰,54,2,,0,no,127,2020-10-13
29,기술자,결혼,석박사,없음,없음,없음,휴대폰,154,3,,1,no,128,2020-10-13
37,공무원,미혼,대졸학사,없음,대출있음,없음,휴대폰,242,2,,1,no,129,2020-10-13
51,회사원,결혼,대졸학사,없음,대출있음,없음,휴대폰,275,2,,0,no,130,2020-10-13
42,회사원,결혼,대졸학사,없음,대출있음,없음,유선전화,217,2,,0,no,131,2020-10-13
31,회사원,미혼,대졸학사,없음,대출있음,없음,휴대폰,84,4,,0,no,132,2020-10-13
31,기술자,미혼,대졸학사,없음,없음,없음,휴대폰,110,1,,1,no,133,2020-10-13
48,기술자,결혼,대졸학사,없음,없음,없음,휴대폰,373,4,,0,no,134,2020-10-14
32,회사원,이혼,전문학교,없음,없음,없음,휴대폰,115,1,,1,no,135,2020-10-14
31,기술자,미혼,대졸학사,없음,없음,없음,휴대폰,259,1,,1,no,136,2020-10-14
34,서비스종사자,미혼,전문학교,없음,없음,없음,휴대폰,202,2,,0,no,137,2020-10-14
50,기업가,결혼,중졸,없음,대출있음,없음,휴대폰,286,1,,0,no,138,2020-10-14
54,회사원,결혼,대졸학사,없음,없음,대출있음,휴대폰,98,4,,0,no,139,2020-10-14
31,회사원,결혼,전문학교,없음,대출있음,없음,휴대폰,97,2,,1,no,140,2020-10-14
41,기술자,미혼,석박사,미확인,대출있음,없음,휴대폰,68,2,4,1,no,141,2020-10-14
29,미취업자,결혼,석박사,없음,대출있음,없음,휴대폰,170,2,,0,no,142,2020-10-14
31,공무원,미혼,대졸학사,없음,대출있음,없음,휴대폰,129,2,,0,no,143,2020-10-16
34,공무원,미혼,석박사,없음,대출있음,없음,휴대폰,400,2,,0,no,144,2020-10-16
35,미취업자,이혼,석박사,없음,없음,없음,휴대폰,282,2,,0,no,145,2020-10-17
38,자영업자,결혼,전문학교,미확인,대출있음,없음,휴대폰,126,3,,0,no,146,2020-10-17
50,기업가,결혼,고졸,없음,대출있음,없음,휴대폰,241,2,,1,no,147,2020-10-17
36,공무원,결혼,대졸학사,없음,대출있음,없음,휴대폰,267,2,,0,no,148,2020-10-17
38,자영업자,결혼,석박사,없음,없음,없음,휴대폰,1788,2,,0,yes,149,2020-10-17
56,은퇴,이혼,대졸학사,없음,대출있음,없음,휴대폰,972,2,,0,no,150,2020-10-18
32,산업노동자,결혼,중졸,없음,없음,없음,유선전화,194,2,,0,no,151,2020-10-18
34,산업노동자,결혼,중졸,없음,대출있음,없음,휴대폰,87,1,,0,no,152,2020-10-18
33,기업가,결혼,전문학교,없음,없음,없음,휴대폰,143,2,,1,no,153,2020-10-18
35,산업노동자,결혼,검정고시,없음,대출있음,없음,휴대폰,372,2,,0,no,154,2020-10-19
33,회사원,미혼,대졸학사,없음,대출있음,대출있음,휴대폰,86,1,,0,no,155,2020-10-19
39,기술자,미혼,석박사,없음,대출있음,없음,휴대폰,58,1,,0,no,156,2020-10-19
32,산업노동자,미혼,대졸학사,미확인,대출있음,대출있음,휴대폰,119,2,,0,no,157,2020-10-19
30,공무원,미혼,전문학교,없음,없음,대출있음,휴대폰,117,2,,0,no,158,2020-10-20
48,공무원,결혼,고졸,없음,미확인,미확인,휴대폰,373,1,,0,no,159,2020-10-20
49,기업가,결혼,전문학교,없음,없음,없음,유선전화,177,2,,0,no,160,2020-10-20
36,주부,이혼,중졸,없음,없음,없음,휴대폰,84,1,,0,no,161,2020-10-20
50,주부,결혼,중졸,없음,대출있음,없음,유선전화,150,2,,0,yes,162,2020-10-20
36,주부,이혼,중졸,없음,대출있음,없음,휴대폰,171,1,,0,no,163,2020-10-20
34,기술자,미혼,석박사,없음,대출있음,없음,휴대폰,131,2,,0,no,164,2020-10-20
39,자영업자,결혼,대졸학사,없음,없음,없음,휴대폰,115,2,,0,no,165,2020-10-20
42,기업가,결혼,대졸학사,미확인,없음,없음,휴대폰,283,2,,0,no,166,2020-10-20
54,은퇴,결혼,전문학교,미확인,대출있음,없음,휴대폰,121,3,,0,no,167,2020-10-20
31,회사원,결혼,대졸학사,없음,대출있음,없음,유선전화,174,3,,0,no,168,2020-10-20
37,기술자,결혼,석박사,없음,대출있음,없음,휴대폰,238,3,,0,no,169,2020-10-21
32,산업노동자,결혼,고졸,없음,대출있음,없음,휴대폰,61,2,,1,no,170,2020-10-21
40,산업노동자,미혼,전문학교,없음,대출있음,없음,휴대폰,139,2,,0,no,171,2020-10-21
54,기술자,결혼,대졸학사,없음,없음,없음,휴대폰,810,2,,0,no,172,2020-10-21
42,산업노동자,결혼,중졸,미확인,대출있음,없음,휴대폰,586,2,,0,no,173,2020-10-21
40,서비스종사자,결혼,전문학교,미확인,없음,없음,휴대폰,80,2,,0,no,174,2020-10-21
32,산업노동자,결혼,고졸,없음,없음,없음,유선전화,296,2,,0,no,175,2020-10-21
57,공무원,결혼,대졸학사,없음,없음,대출있음,휴대폰,218,2,,0,no,176,2020-10-21
38,공무원,결혼,고졸,없음,대출있음,없음,휴대폰,390,3,,0,no,177,2020-10-21
40,회사원,결혼,석박사,없음,대출있음,없음,휴대폰,271,5,,0,no,178,2020-10-22
47,공무원,결혼,대졸학사,없음,없음,없음,유선전화,195,3,,0,no,179,2020-10-22
52,기업가,결혼,중졸,없음,없음,없음,휴대폰,173,7,,0,no,180,2020-10-22
42,자영업자,미혼,중졸,없음,대출있음,없음,휴대폰,100,2,,1,no,181,2020-10-25
38,회사원,결혼,전문학교,없음,대출있음,없음,휴대폰,192,2,,0,no,182,2020-10-26
58,기업가,결혼,중졸,미확인,대출있음,없음,휴대폰,185,4,,0,no,183,2020-10-26
34,공무원,결혼,대졸학사,없음,대출있음,대출있음,휴대폰,411,3,,1,no,184,2020-10-26
30,기업가,미혼,고졸,없음,대출있음,없음,휴대폰,108,5,,0,no,185,2020-10-27
36,주부,이혼,중졸,없음,대출있음,없음,휴대폰,163,2,,1,no,186,2020-10-27
45,기업가,결혼,중졸,없음,대출있음,없음,휴대폰,167,5,,0,no,187,2020-10-27
47,회사원,결혼,대졸학사,없음,없음,없음,휴대폰,1014,3,,0,no,188,2020-10-27
57,은퇴,결혼,전문학교,없음,없음,없음,휴대폰,486,2,,1,no,189,2020-10-27
34,회사원,결혼,대졸학사,없음,없음,없음,휴대폰,140,2,,1,no,190,2020-10-28
36,산업노동자,결혼,고졸,없음,없음,대출있음,휴대폰,160,3,,0,no,191,2020-10-28
38,기술자,미혼,고졸,없음,대출있음,없음,휴대폰,425,2,,1,no,192,2020-10-28
40,기술자,결혼,검정고시,미확인,대출있음,없음,휴대폰,353,3,,0,no,193,2020-10-28
37,공무원,결혼,대졸학사,없음,대출있음,대출있음,휴대폰,84,2,,0,no,194,2020-10-29
35,회사원,결혼,대졸학사,없음,없음,대출있음,유선전화,79,4,,0,no,195,2020-10-29
29,회사원,이혼,전문학교,없음,대출있음,없음,휴대폰,920,2,,0,no,196,2020-10-29
36,산업노동자,결혼,고졸,없음,대출있음,없음,휴대폰,893,2,,0,no,197,2020-10-29
36,공무원,미혼,대졸학사,없음,대출있음,없음,휴대폰,240,3,,1,no,198,2020-10-30
40,기술자,결혼,석박사,없음,대출있음,없음,유선전화,33,4,,0,no,199,2020-10-30
52,산업노동자,미혼,고졸,미확인,대출있음,없음,휴대폰,77,3,,0,no,200,2020-10-30
32,산업노동자,결혼,검정고시,없음,대출있음,없음,휴대폰,203,3,,0,no,201,2020-10-30
42,산업노동자,결혼,검정고시,미확인,없음,없음,휴대폰,364,2,,0,no,202,2020-10-31
40,공무원,결혼,전문학교,미확인,없음,없음,휴대폰,825,2,,0,no,203,2020-10-31
58,공무원,결혼,대졸학사,미확인,대출있음,없음,휴대폰,233,2,,0,no,204,2020-10-31
40,회사원,이혼,고졸,없음,대출있음,없음,휴대폰,394,2,,0,no,205,2020-10-31
51,회사원,결혼,고졸,없음,없음,대출있음,휴대폰,515,3,,0,no,206,2020-10-31
52,기술자,결혼,석박사,없음,대출있음,대출있음,유선전화,285,2,,1,no,207,2020-10-31
30,서비스종사자,결혼,전문학교,없음,대출있음,없음,휴대폰,65,1,,0,no,208,2020-10-31
35,서비스종사자,이혼,고졸,없음,대출있음,대출있음,휴대폰,62,6,,0,no,209,2020-11-01
30,서비스종사자,결혼,전문학교,없음,없음,없음,휴대폰,200,1,,1,no,210,2020-11-01
29,기술자,이혼,석박사,없음,없음,없음,휴대폰,55,1,,1,no,211,2020-11-01
43,산업노동자,결혼,중졸,미확인,대출있음,대출있음,유선전화,249,3,,1,no,212,2020-11-01
31,기술자,결혼,대졸학사,없음,대출있음,없음,휴대폰,39,2,,1,no,213,2020-11-01
30,서비스종사자,결혼,전문학교,없음,대출있음,없음,휴대폰,493,1,,0,no,214,2020-11-01
50,회사원,결혼,대졸학사,없음,없음,없음,유선전화,40,1,,0,no,215,2020-11-01
50,회사원,결혼,대졸학사,없음,없음,없음,휴대폰,99,1,,0,no,216,2020-11-01
39,산업노동자,결혼,고졸,없음,대출있음,없음,휴대폰,741,4,,1,yes,217,2020-11-01
50,회사원,결혼,대졸학사,없음,없음,대출있음,휴대폰,189,1,,1,no,218,2020-11-02
34,자영업자,미혼,전문학교,없음,대출있음,없음,휴대폰,581,4,,0,no,219,2020-11-02
42,기술자,미혼,미확인,없음,대출있음,없음,유선전화,115,4,,0,no,220,2020-11-02
46,회사원,결혼,전문학교,없음,대출있음,없음,휴대폰,154,2,,0,no,221,2020-11-02
43,기술자,결혼,석박사,없음,대출있음,없음,휴대폰,166,3,,1,no,222,2020-11-02
41,회사원,미혼,대졸학사,없음,대출있음,없음,휴대폰,105,5,,1,no,223,2020-11-03
33,주부,결혼,전문학교,없음,없음,없음,휴대폰,188,2,,0,no,224,2020-11-03
42,자영업자,이혼,석박사,없음,대출있음,없음,휴대폰,491,2,,0,no,225,2020-11-03
35,회사원,미혼,대졸학사,없음,대출있음,없음,유선전화,263,2,,0,no,226,2020-11-03
58,산업노동자,결혼,고졸,없음,없음,없음,휴대폰,64,1,,1,no,227,2020-11-04
35,산업노동자,결혼,석박사,없음,대출있음,없음,휴대폰,139,1,,0,no,87,2020-11-04
53,서비스종사자,이혼,대졸학사,없음,대출있음,대출있음,휴대폰,105,1,,0,no,88,2020-11-04
58,산업노동자,결혼,고졸,없음,대출있음,없음,휴대폰,80,1,,0,no,89,2020-11-04
58,산업노동자,결혼,고졸,없음,대출있음,없음,휴대폰,180,1,,1,no,90,2020-11-04
58,산업노동자,결혼,고졸,없음,대출있음,없음,휴대폰,158,1,,0,no,91,2020-11-05
35,회사원,미혼,대졸학사,없음,없음,없음,휴대폰,898,1,,0,yes,92,2020-11-05
36,산업노동자,결혼,검정고시,없음,없음,없음,휴대폰,111,1,,0,no,93,2020-11-06
36,산업노동자,결혼,검정고시,없음,없음,없음,휴대폰,246,1,,1,no,94,2020-11-06
39,미취업자,결혼,고졸,미확인,없음,없음,휴대폰,149,1,,1,no,95,2020-11-07
34,기술자,이혼,석박사,없음,대출있음,없음,휴대폰,83,2,,1,no,96,2020-11-07
32,산업노동자,결혼,고졸,없음,대출있음,없음,휴대폰,247,2,,0,no,97,2020-11-08
43,주부,미혼,고졸,없음,없음,없음,휴대폰,173,1,,0,no,98,2020-11-08
48,기술자,미혼,대졸학사,없음,대출있음,대출있음,휴대폰,193,4,,1,no,99,2020-11-08
48,자영업자,결혼,대졸학사,없음,대출있음,없음,휴대폰,141,2,,1,no,100,2020-11-08
39,미취업자,결혼,고졸,미확인,대출있음,없음,휴대폰,467,1,,0,no,101,2020-11-08
31,자영업자,미혼,대졸학사,없음,대출있음,없음,유선전화,176,4,,0,no,102,2020-11-08
34,기술자,결혼,고졸,없음,없음,없음,휴대폰,106,1,,0,no,103,2020-11-08
34,기술자,결혼,고졸,없음,대출있음,없음,휴대폰,66,1,,1,no,104,2020-11-09
39,미취업자,결혼,고졸,미확인,없음,대출있음,휴대폰,530,1,,1,no,105,2020-11-09
34,기술자,결혼,고졸,없음,없음,없음,휴대폰,110,1,,0,no,106,2020-11-09
34,회사원,결혼,전문학교,없음,없음,없음,휴대폰,201,3,,1,no,107,2020-11-09
29,미취업자,이혼,대졸학사,없음,대출있음,없음,유선전화,366,3,,1,no,108,2020-11-09
43,회사원,결혼,전문학교,없음,대출있음,없음,유선전화,82,6,,0,no,109,2020-11-09
44,공무원,결혼,고졸,없음,대출있음,없음,휴대폰,129,2,,0,no,110,2020-11-10
36,회사원,결혼,전문학교,없음,대출있음,없음,휴대폰,136,5,,0,no,111,2020-11-10
34,기술자,미혼,전문학교,없음,대출있음,없음,유선전화,251,4,,0,no,112,2020-11-10
42,회사원,결혼,전문학교,없음,없음,없음,휴대폰,203,1,,0,no,113,2020-11-10
45,서비스종사자,결혼,전문학교,미확인,없음,없음,휴대폰,75,5,,0,no,114,2020-11-10
37,기업가,결혼,대졸학사,없음,없음,없음,휴대폰,543,1,,0,yes,115,2020-11-10
36,기술자,미혼,석박사,없음,대출있음,없음,유선전화,34,1,,0,no,116,2020-11-10
33,기술자,미혼,전문학교,없음,대출있음,없음,유선전화,1476,3,,0,no,117,2020-11-11
