CustomerId,Gender,Age,AgeGroup,Married,Dependents,noDependents,Referrals,noReferrals,PaperlessBilling,PaymentMethod,OnlineSecurity,OnlineBackup,TechSupport,UnlimitedData,AvgDownloadGB,StartDate,EndDate,EndDateTmp,ChurnLabel,ChurnScore,ChurnCategory,ChurnReason,CustomerLTV,SatisScore,TotalExtraDataCharge,AvgRoamCharge,TotalRoamCharge
C-14020,남성,22,20대,No,No,0,No,0,Yes,계좌이체,No,No,No,No,0,2015.8.1,,2022.1.1,No,46,,,5449,4,0,23050,1500640
C-14021,여성,57,50대,Yes,Yes,1,Yes,1,No,신용카드,Yes,Yes,Yes,Yes,14,2015.1.1,,2022.1.1,No,34,,,5146,4,0,7230,521500
C-14022,여성,55,50대,No,No,0,No,0,No,계좌이체,No,No,No,Yes,2,2020.12.1,2021.5.1,2021.5.1,Yes,93,Competitor,Competitor offered higher download speeds,2863,2,0,0,0
C-14023,여성,72,70대,Yes,No,0,Yes,4,Yes,신용카드,No,No,No,Yes,3,2015.3.1,,2022.1.1,No,30,,,4181,4,0,19100,1334420
C-14024,여성,79,70대,Yes,No,0,Yes,1,Yes,계좌이체,No,No,Yes,Yes,23,2016.11.1,,2022.1.1,No,40,,,5791,3,0,41360,2066770
C-14025,여성,28,20대,No,No,0,No,0,Yes,계좌이체,No,No,No,No,59,2021.10.1,2021.11.1,2021.11.1,Yes,91,Attitude,Attitude of support person,4611,3,22600,37860,37860
C-14026,남성,34,30대,No,No,0,No,0,Yes,신용카드,No,Yes,Yes,Yes,8,2021.2.1,2021.4.1,2021.4.1,Yes,86,Other,Don't know,3620,3,0,0,0
C-14027,남성,30,30대,Yes,No,0,Yes,4,Yes,신용카드,No,Yes,Yes,Yes,59,2015.2.1,,2022.1.1,No,68,,,5124,5,0,18310,1302890
C-14028,여성,31,30대,No,No,0,Yes,8,Yes,신용카드,Yes,No,No,Yes,82,2015.2.1,,2022.1.1,No,45,,,4695,4,0,4970,352220
C-14029,여성,21,20대,No,No,0,No,0,Yes,신용카드,Yes,Yes,Yes,No,59,2015.5.1,,2022.1.1,No,70,,,5308,3,101700,16840,1141870
C-14030,남성,59,50대,Yes,Yes,1,Yes,11,Yes,신용카드,Yes,No,Yes,Yes,25,2017.6.1,,2022.1.1,No,30,,,5884,3,0,47690,2051520
C-14031,여성,41,40대,Yes,No,0,Yes,9,Yes,계좌이체,Yes,Yes,Yes,Yes,25,2015.1.1,,2022.1.1,No,49,,,5794,3,0,10850,781060
C-14032,여성,54,50대,Yes,No,0,Yes,1,Yes,계좌이체,No,Yes,No,Yes,23,2020.10.1,2021.3.1,2021.3.1,Yes,93,Competitor,Competitor offered higher download speeds,4565,3,0,7910,39550
C-14033,남성,41,40대,No,No,0,No,0,No,계좌이체,No,No,Yes,Yes,4,2019.8.1,,2022.1.1,No,29,,,5863,5,0,56160,954960
C-14034,여성,35,30대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2021.3.1,2021.7.1,2021.7.1,Yes,76,Attitude,Attitude of support person,5984,3,0,42600,170180
C-14035,남성,59,50대,Yes,Yes,3,Yes,1,Yes,계좌이체,No,No,No,No,0,2020.4.1,2021.7.1,2021.7.1,Yes,73,Competitor,Network reliability,4672,1,0,35140,527820
C-14037,남성,75,70대,No,No,0,No,0,Yes,계좌이체,No,Yes,No,No,24,2018.6.1,,2022.1.1,No,60,,,3493,5,113000,52770,1636240
C-14038,남성,29,20대,No,No,0,No,0,Yes,신용카드,No,Yes,Yes,Yes,59,2017.8.1,,2022.1.1,No,66,,,2640,5,0,24410,1002540
C-14039,남성,31,30대,Yes,Yes,3,Yes,4,No,계좌이체,No,Yes,Yes,Yes,76,2015.6.1,,2022.1.1,No,40,,,4376,3,0,15030,1003890
C-14040,남성,50,50대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2019.8.1,,2022.1.1,No,29,,,5347,4,0,44410,755740
C-14041,여성,56,50대,Yes,Yes,3,Yes,1,Yes,신용카드,Yes,Yes,No,No,57,2017.1.1,,2022.1.1,No,27,,,5476,4,33900,5090,241370
C-14042,남성,31,30대,No,No,0,No,0,Yes,신용카드,No,No,No,No,26,2021.3.1,2021.4.1,2021.4.1,Yes,73,Dissatisfaction,Network reliability,2644,3,79100,15590,15590
C-14043,여성,75,70대,Yes,Yes,3,Yes,3,Yes,계좌이체,No,No,No,No,58,2018.9.1,,2022.1.1,No,34,,,5444,5,45200,0,0
C-14044,여성,41,40대,No,Yes,2,No,0,No,계좌이체,No,No,No,Yes,29,2021.3.1,2021.12.1,2021.12.1,Yes,96,Price,Price too high,5571,3,0,30740,276740
C-14045,남성,79,70대,No,No,0,No,0,Yes,신용카드,No,No,No,No,0,2015.2.1,,2022.1.1,No,73,,,4788,3,0,5420,381150
C-14046,여성,24,20대,No,No,0,Yes,4,No,신용카드,Yes,No,No,Yes,51,2018.11.1,,2022.1.1,No,29,,,2519,3,0,0,0
C-14047,여성,45,40대,No,Yes,1,No,0,No,신용카드,No,No,No,No,0,2020.12.1,,2022.1.1,No,60,,,2559,4,0,37290,37290
C-14048,여성,68,60대,Yes,No,0,Yes,9,Yes,계좌이체,No,No,Yes,Yes,2,2020.2.1,,2022.1.1,No,21,,,4413,4,0,33000,362390
C-14049,남성,28,20대,No,No,0,No,0,Yes,신용카드,No,No,Yes,Yes,59,2019.12.1,,2022.1.1,No,29,,,5530,5,0,38420,498780
C-14050,남성,34,30대,Yes,No,0,Yes,2,Yes,계좌이체,Yes,No,Yes,Yes,19,2015.2.1,,2022.1.1,No,68,,,4668,3,0,31870,2263280
C-14051,여성,34,30대,Yes,No,0,Yes,1,No,신용카드,No,No,No,No,0,2020.9.1,,2022.1.1,No,66,,,4580,4,0,32880,131760
C-14052,남성,79,70대,No,No,0,No,0,No,계좌이체,Yes,No,No,Yes,7,2020.9.1,2021.6.1,2021.6.1,Yes,79,Dissatisfaction,Network reliability,4656,1,0,2830,24970
C-14053,남성,61,60대,Yes,Yes,2,Yes,3,Yes,신용카드,Yes,Yes,Yes,Yes,16,2016.8.1,,2022.1.1,No,27,,,4590,4,0,35820,1897950
C-14054,여성,37,30대,Yes,No,0,Yes,1,Yes,계좌이체,Yes,Yes,No,Yes,20,2017.1.1,2021.11.1,2021.11.1,Yes,73,Other,Don't know,5989,1,0,4180,239220
C-14056,여성,36,30대,No,No,0,No,0,Yes,계좌이체,No,Yes,No,Yes,12,2017.6.1,,2022.1.1,No,65,,,3826,5,0,30060,1290120
C-14057,남성,46,40대,No,No,0,No,0,Yes,계좌이체,No,No,Yes,Yes,2,2021.1.1,2021.3.1,2021.3.1,Yes,91,Dissatisfaction,Service dissatisfaction,3280,2,0,18190,36500
C-14058,여성,53,50대,No,No,0,No,0,Yes,신용카드,No,No,No,No,0,2020.9.1,,2022.1.1,No,74,,,5221,3,0,1470,5880
C-14059,여성,56,50대,Yes,No,0,Yes,5,Yes,신용카드,Yes,Yes,Yes,Yes,13,2015.8.1,,2022.1.1,No,59,,,5878,3,0,14920,969540
C-14060,여성,29,20대,No,Yes,2,No,0,Yes,신용카드,No,Yes,No,Yes,27,2019.12.1,,2022.1.1,No,33,,,2810,3,0,13560,176170
C-14061,남성,29,20대,Yes,No,0,Yes,3,Yes,계좌이체,Yes,No,No,Yes,52,2016.12.1,,2022.1.1,No,26,,,5601,3,0,47690,2336050
C-14062,여성,44,40대,Yes,No,0,Yes,8,Yes,신용카드,No,No,No,No,0,2020.5.1,,2022.1.1,No,65,,,3260,5,0,19320,154470
C-14063,남성,64,60대,Yes,Yes,2,Yes,1,Yes,신용카드,Yes,Yes,Yes,Yes,26,2015.1.1,,2022.1.1,No,46,,,5028,4,0,23280,1678500
C-14064,여성,22,20대,No,No,0,Yes,1,No,계좌이체,No,No,No,No,59,2021.2.1,2021.6.1,2021.6.1,Yes,73,Competitor,Competitor had better devices,2961,1,45200,50060,200120
C-14065,남성,50,50대,No,No,0,No,0,No,계좌이체,No,No,No,No,0,2015.7.1,,2022.1.1,No,36,,,4601,3,0,51420,3396330
C-14066,여성,73,70대,No,No,0,No,0,Yes,신용카드,Yes,Yes,No,No,18,2017.6.1,,2022.1.1,No,79,,,4757,3,45200,0,0
C-14067,남성,79,70대,Yes,No,0,Yes,5,Yes,계좌이체,Yes,No,Yes,Yes,11,2016.9.1,,2022.1.1,No,78,,,5490,3,0,44070,2291640
C-14068,여성,25,20대,No,No,0,No,0,Yes,계좌이체,Yes,Yes,Yes,Yes,42,2015.12.1,,2022.1.1,No,76,,,5536,3,0,43840,2673130
C-14069,남성,23,20대,No,No,0,No,0,Yes,신용카드,Yes,Yes,Yes,No,46,2015.4.1,,2022.1.1,No,28,,,5189,4,90400,29950,2062360
C-14070,남성,62,60대,Yes,Yes,3,Yes,8,Yes,신용카드,Yes,Yes,No,Yes,53,2015.3.1,,2022.1.1,No,49,,,4551,4,0,36610,2561260
C-14071,남성,43,40대,No,No,0,No,0,No,계좌이체,No,No,No,No,0,2015.2.1,,2022.1.1,No,27,,,6305,5,0,44180,3135410
C-14072,남성,72,70대,Yes,No,0,Yes,1,Yes,신용카드,No,Yes,Yes,No,30,2020.12.1,2021.10.1,2021.10.1,Yes,77,Competitor,Lack of affordable download/upload speed,2415,1,113000,12540,125660
C-14073,남성,58,50대,No,No,0,No,0,Yes,계좌이체,No,No,Yes,Yes,11,2015.9.1,2021.6.1,2021.6.1,Yes,81,Competitor,Competitor offered higher download speeds,4859,3,0,30400,2095810
C-14074,남성,37,30대,Yes,Yes,1,Yes,1,No,이체/메일확인,Yes,No,Yes,Yes,10,2017.3.1,,2022.1.1,No,57,,,4280,4,0,51980,2388480
C-14075,여성,57,50대,No,No,0,No,0,Yes,계좌이체,Yes,Yes,Yes,Yes,11,2018.9.1,,2022.1.1,No,69,,,4131,3,0,12770,358210
C-14076,여성,55,50대,No,No,0,No,0,No,신용카드,No,No,Yes,Yes,23,2020.2.1,,2022.1.1,No,49,,,3206,3,0,5650,62150
C-14077,남성,73,70대,Yes,No,0,Yes,9,No,계좌이체,No,Yes,No,Yes,20,2015.12.1,,2022.1.1,No,29,,,4001,4,0,38650,2360120
C-14078,여성,20,20대,No,No,0,No,0,No,신용카드,No,No,No,Yes,30,2021.6.1,2021.9.1,2021.9.1,Yes,100,Competitor,Attitude of service provider,5450,1,0,0,0
C-14079,남성,55,50대,No,No,0,No,0,Yes,계좌이체,Yes,Yes,No,Yes,28,2020.7.1,,2022.1.1,No,35,,,4093,3,0,33340,200120
C-14080,남성,57,50대,No,No,0,No,0,No,이체/메일확인,No,Yes,No,Yes,22,2020.10.1,,2022.1.1,No,77,,,3449,4,0,53680,161030
C-14081,여성,78,70대,No,No,0,No,0,Yes,이체/메일확인,Yes,No,Yes,Yes,28,2019.3.1,,2022.1.1,No,32,,,3509,3,0,56500,1242550
C-14082,여성,40,40대,No,No,0,No,0,Yes,계좌이체,Yes,Yes,No,Yes,19,2016.9.1,,2022.1.1,No,21,,,5122,4,0,0,0
C-14083,남성,35,30대,Yes,No,0,Yes,8,No,신용카드,Yes,Yes,Yes,Yes,26,2015.1.1,,2022.1.1,No,50,,,6297,3,0,39660,2852460
C-14084,여성,45,40대,No,No,0,No,0,Yes,계좌이체,Yes,Yes,No,Yes,19,2019.2.1,2021.7.1,2021.7.1,Yes,79,Competitor,Competitor made better offer,5449,1,0,1130,33450
C-14085,남성,52,50대,No,No,0,No,0,No,이체/메일확인,No,No,No,No,0,2021.8.1,2021.9.1,2021.9.1,Yes,66,Dissatisfaction,Service dissatisfaction,4152,2,0,3500,3500
C-14086,남성,40,40대,Yes,Yes,2,Yes,9,Yes,신용카드,No,No,No,No,0,2016.11.1,,2022.1.1,No,71,,,6391,5,0,30510,1524370
C-14087,여성,30,30대,Yes,Yes,1,Yes,3,No,신용카드,No,No,No,No,0,2020.6.1,,2022.1.1,No,75,,,4484,4,0,6550,46220
C-14088,여성,61,60대,No,No,0,No,0,Yes,신용카드,No,No,No,Yes,6,2017.9.1,,2022.1.1,No,25,,,2449,5,0,26330,1052260
C-14089,여성,35,30대,No,No,0,No,0,No,계좌이체,No,No,No,No,0,2020.1.1,,2022.1.1,No,38,,,4628,5,0,30170,361600
C-14090,여성,33,30대,No,No,0,No,0,Yes,계좌이체,No,No,Yes,Yes,20,2020.4.1,,2022.1.1,No,53,,,4011,5,0,44300,398550
C-14091,여성,52,50대,No,No,0,No,0,No,계좌이체,No,No,Yes,Yes,6,2020.5.1,,2022.1.1,No,48,,,2907,4,0,23620,188940
C-14092,여성,48,40대,Yes,No,0,Yes,10,No,계좌이체,Yes,Yes,No,Yes,28,2015.1.1,,2022.1.1,No,20,,,6380,3,0,47120,3391130
C-14093,남성,34,30대,Yes,No,0,Yes,7,No,신용카드,Yes,Yes,Yes,Yes,5,2015.2.1,,2022.1.1,No,31,,,5431,3,0,38870,2759120
C-14094,남성,54,50대,Yes,No,0,Yes,3,No,신용카드,No,No,No,No,0,2015.1.1,,2022.1.1,No,42,,,4035,3,0,2940,212330
C-14095,여성,41,40대,Yes,Yes,2,Yes,9,No,신용카드,Yes,Yes,Yes,Yes,16,2018.3.1,,2022.1.1,No,51,,,2020,3,0,10280,349280
C-14096,남성,60,60대,No,No,0,No,0,No,계좌이체,No,No,No,No,0,2019.1.1,,2022.1.1,No,79,,,5448,3,0,53450,1283570
C-14097,여성,58,50대,Yes,No,0,Yes,2,Yes,계좌이체,Yes,No,No,Yes,8,2016.5.1,,2022.1.1,No,64,,,6198,3,0,48480,2712230
C-14098,여성,78,70대,No,No,0,No,0,No,계좌이체,Yes,No,No,Yes,3,2016.9.1,,2022.1.1,No,71,,,5085,3,0,38420,1997840
C-14099,여성,53,50대,Yes,Yes,3,Yes,8,No,신용카드,No,No,No,No,0,2016.6.1,,2022.1.1,No,24,,,5046,3,0,43510,2393450
C-14100,여성,47,40대,Yes,Yes,1,Yes,5,No,계좌이체,No,Yes,Yes,Yes,19,2015.4.1,,2022.1.1,No,71,,,5846,4,0,16390,1128980
C-14101,여성,61,60대,Yes,No,0,Yes,2,Yes,계좌이체,Yes,Yes,No,Yes,14,2015.5.1,,2022.1.1,No,67,,,4545,3,0,52770,3588430
C-14103,여성,48,40대,No,Yes,1,No,0,No,신용카드,No,No,No,No,0,2015.10.1,,2022.1.1,No,44,,,4370,5,0,27460,1731390
C-14104,여성,57,50대,Yes,No,0,Yes,7,Yes,이체/메일확인,Yes,No,No,Yes,7,2016.11.1,,2022.1.1,No,26,,,6100,3,0,23500,1174640
C-14105,남성,46,40대,Yes,No,0,Yes,1,Yes,계좌이체,Yes,Yes,Yes,Yes,6,2015.1.1,,2022.1.1,No,74,,,5242,3,0,17520,1262660
C-14106,남성,40,40대,Yes,Yes,1,Yes,1,Yes,계좌이체,Yes,Yes,No,Yes,13,2015.3.1,,2022.1.1,No,30,,,4583,4,0,45540,3186150
C-14107,여성,40,40대,Yes,Yes,3,Yes,6,No,신용카드,No,No,No,No,0,2017.10.1,,2022.1.1,No,61,,,3944,3,0,17970,701170
C-14108,여성,74,70대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,10,2021.9.1,2021.11.1,2021.11.1,Yes,73,Other,Extra data charges,2671,3,0,14920,29720
C-14109,여성,37,30대,No,Yes,2,No,0,Yes,신용카드,No,No,No,No,0,2020.10.1,,2022.1.1,No,69,,,2774,3,0,12770,38190
C-14110,여성,20,20대,No,No,0,Yes,1,No,계좌이체,No,No,No,Yes,52,2016.9.1,,2022.1.1,No,25,,,5954,5,0,50620,2631880
C-14111,남성,78,70대,No,No,0,No,0,Yes,신용카드,No,Yes,No,Yes,2,2018.12.1,2021.9.1,2021.9.1,Yes,79,Competitor,Competitor made better offer,2583,2,0,43510,1436800
C-14112,남성,45,40대,Yes,No,0,Yes,3,Yes,신용카드,Yes,No,Yes,No,18,2019.5.1,,2022.1.1,No,61,,,5969,4,113000,38190,763430
C-14113,여성,28,20대,Yes,No,0,Yes,4,Yes,계좌이체,No,Yes,Yes,Yes,52,2015.3.1,,2022.1.1,No,28,,,6367,5,0,44970,3146600
C-14114,여성,26,20대,No,No,0,No,0,No,신용카드,No,No,Yes,Yes,82,2017.12.1,,2022.1.1,No,44,,,4040,5,0,50960,1883940
C-14115,여성,73,70대,No,No,0,No,0,Yes,신용카드,No,Yes,No,Yes,18,2020.6.1,,2022.1.1,No,46,,,3660,4,0,12430,87120
C-14116,여성,75,70대,Yes,No,0,Yes,1,Yes,신용카드,Yes,Yes,Yes,Yes,18,2016.5.1,,2022.1.1,No,79,,,4368,4,0,30280,1697150
C-14117,여성,43,40대,Yes,No,0,Yes,6,No,계좌이체,No,No,No,No,0,2016.4.1,,2022.1.1,No,48,,,4408,5,0,50740,2889410
C-14118,남성,39,30대,No,Yes,3,No,0,Yes,계좌이체,Yes,Yes,No,Yes,53,2017.1.1,,2022.1.1,No,45,,,2545,4,0,29610,1423240
C-14119,남성,39,30대,Yes,Yes,3,Yes,4,Yes,신용카드,No,Yes,Yes,Yes,53,2016.5.1,,2022.1.1,No,66,,,6484,5,0,26560,1488320
C-14120,남성,29,20대,Yes,No,0,Yes,1,Yes,계좌이체,No,No,Yes,Yes,51,2019.6.1,2021.1.1,2021.1.1,Yes,73,Other,Don't know,4072,3,0,6670,127350
C-14121,남성,68,60대,Yes,No,0,Yes,4,Yes,계좌이체,Yes,Yes,No,Yes,3,2015.11.1,,2022.1.1,No,25,,,4415,4,0,5420,333460
C-14122,여성,38,30대,Yes,No,0,Yes,3,Yes,계좌이체,Yes,No,Yes,Yes,29,2019.2.1,,2022.1.1,No,34,,,3519,3,0,35480,815860
C-14123,남성,28,20대,Yes,Yes,3,Yes,9,Yes,신용카드,Yes,No,No,Yes,73,2018.8.1,,2022.1.1,No,76,,,5517,3,0,1580,46220
C-14124,남성,30,30대,No,No,0,No,0,Yes,계좌이체,No,No,Yes,Yes,27,2018.8.1,,2022.1.1,No,77,,,4422,3,0,4180,120910
C-14125,남성,56,50대,No,No,0,No,0,Yes,신용카드,No,No,No,Yes,27,2021.8.1,2021.10.1,2021.10.1,Yes,74,Other,Don't know,2320,1,0,42600,85200
C-14126,남성,55,50대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,15,2021.5.1,2021.6.1,2021.6.1,Yes,74,Competitor,Attitude of support person,5518,3,0,13110,13110
C-14127,남성,44,40대,No,No,0,No,0,Yes,계좌이체,No,No,No,No,23,2021.6.1,2021.9.1,2021.9.1,Yes,92,Competitor,Don't know,4428,2,11300,43390,130060
C-14128,여성,63,60대,Yes,Yes,3,Yes,1,Yes,신용카드,No,Yes,No,Yes,30,2019.4.1,,2022.1.1,No,25,,,2845,4,0,40340,847610
C-14129,남성,21,20대,No,No,0,No,0,Yes,신용카드,No,No,Yes,Yes,82,2019.9.1,,2022.1.1,No,70,,,2893,3,0,43280,692800
C-14130,여성,32,30대,Yes,Yes,1,Yes,10,No,계좌이체,Yes,Yes,Yes,Yes,30,2019.9.1,,2022.1.1,No,43,,,3559,3,0,22710,363750
C-14131,여성,37,30대,Yes,No,0,Yes,1,Yes,이체/메일확인,Yes,No,No,Yes,27,2020.12.1,2021.5.1,2021.5.1,Yes,79,Competitor,Competitor offered higher download speeds,4356,1,0,47010,234930
C-14132,여성,30,30대,No,No,0,No,0,Yes,신용카드,No,No,No,No,69,2019.7.1,,2022.1.1,No,49,,,4952,5,56500,19550,352450
C-14133,여성,24,20대,No,No,0,Yes,8,Yes,신용카드,Yes,Yes,No,Yes,27,2018.4.1,,2022.1.1,No,21,,,4276,4,0,9940,327810
C-14134,남성,37,30대,Yes,Yes,3,Yes,7,No,신용카드,No,No,No,No,0,2018.2.1,,2022.1.1,No,65,,,4517,3,0,13330,464770
C-14135,남성,24,20대,No,No,0,Yes,2,No,계좌이체,No,No,No,No,0,2015.2.1,,2022.1.1,No,72,,,4766,3,0,37970,2696520
C-14136,남성,22,20대,No,No,0,Yes,3,Yes,신용카드,Yes,No,Yes,Yes,58,2015.2.1,,2022.1.1,No,25,,,5328,4,0,2710,194930
C-14137,여성,21,20대,No,No,0,Yes,6,No,신용카드,No,Yes,Yes,Yes,73,2018.4.1,,2022.1.1,No,78,,,3648,3,0,12430,410530
C-14138,남성,42,40대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2019.3.1,,2022.1.1,No,50,,,4510,5,0,11750,257530
C-14139,여성,49,40대,No,No,0,No,0,No,계좌이체,No,No,No,No,0,2015.5.1,,2022.1.1,No,63,,,5740,4,0,3160,217410
C-14140,남성,26,20대,No,Yes,2,No,0,No,신용카드,No,No,No,No,0,2018.10.1,,2022.1.1,No,65,,,2400,3,0,19550,527820
C-14141,여성,64,60대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2020.7.1,,2022.1.1,No,26,,,5029,5,0,48820,292780
C-14142,남성,31,30대,Yes,Yes,1,Yes,10,No,신용카드,No,No,No,No,0,2015.3.1,,2022.1.1,No,33,,,4954,4,0,10510,738000
C-14143,여성,35,30대,Yes,No,0,Yes,10,No,신용카드,Yes,Yes,Yes,Yes,12,2016.12.1,,2022.1.1,No,57,,,5948,4,0,45990,2251860
C-14144,남성,72,70대,Yes,No,0,Yes,6,Yes,계좌이체,No,No,No,Yes,30,2017.5.1,,2022.1.1,No,36,,,2925,4,0,16610,728400
C-14145,여성,44,40대,No,Yes,3,No,0,No,계좌이체,No,No,No,No,0,2020.11.1,,2022.1.1,No,47,,,4486,3,0,35030,70060
C-14146,남성,45,40대,No,No,0,No,0,No,신용카드,No,No,No,Yes,16,2020.12.1,,2022.1.1,No,74,,,3498,3,0,26330,26330
C-14147,남성,45,40대,Yes,Yes,2,Yes,9,Yes,신용카드,No,No,No,No,0,2018.11.1,,2022.1.1,No,58,,,4347,5,0,49490,1287970
C-14148,남성,33,30대,No,No,0,No,0,Yes,계좌이체,Yes,No,Yes,Yes,13,2017.3.1,,2022.1.1,No,36,,,2694,4,0,0,0
C-14149,여성,60,60대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2020.3.1,,2022.1.1,No,62,,,5949,3,0,46330,463750
C-14151,남성,21,20대,No,Yes,2,No,0,Yes,신용카드,No,No,No,No,0,2020.12.1,,2022.1.1,No,48,,,2448,3,0,53450,53450
C-14152,남성,76,70대,Yes,No,0,Yes,1,Yes,계좌이체,No,Yes,No,Yes,25,2020.12.1,2021.6.1,2021.6.1,Yes,72,Dissatisfaction,Limited range of services,5834,2,0,45650,274140
C-14153,남성,55,50대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2018.5.1,,2022.1.1,No,38,,,4636,4,0,46900,1501320
C-14154,여성,29,20대,No,No,0,No,0,Yes,계좌이체,Yes,No,No,Yes,73,2016.1.1,,2022.1.1,No,48,,,4928,4,0,0,0
C-14155,남성,51,50대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,28,2021.3.1,2021.4.1,2021.4.1,Yes,84,Competitor,Competitor offered higher download speeds,5367,3,0,51640,51640
C-14156,여성,55,50대,Yes,Yes,3,Yes,1,No,신용카드,Yes,Yes,No,No,20,2020.9.1,2021.3.1,2021.3.1,Yes,87,Attitude,Attitude of service provider,4914,1,33900,16390,98420
C-14157,여성,44,40대,Yes,No,0,Yes,10,No,신용카드,No,No,No,No,0,2019.2.1,,2022.1.1,No,9,,,3742,4,0,20110,463190
C-14158,여성,49,40대,Yes,No,0,Yes,1,No,계좌이체,Yes,Yes,Yes,Yes,24,2015.1.1,,2022.1.1,No,42,,,6247,4,0,43280,3114510
C-14159,여성,34,30대,No,No,0,No,0,No,계좌이체,No,No,No,Yes,23,2020.2.1,,2022.1.1,No,75,,,5902,3,0,38190,420020
C-14160,여성,52,50대,Yes,Yes,2,Yes,9,No,계좌이체,No,Yes,Yes,Yes,19,2020.8.1,,2022.1.1,No,21,,,5100,5,0,0,0
C-14161,남성,54,50대,No,No,0,No,0,Yes,계좌이체,No,Yes,No,Yes,18,2020.5.1,2021.12.1,2021.12.1,Yes,76,Competitor,Attitude of service provider,3670,1,0,2490,47010
C-14162,여성,43,40대,Yes,Yes,2,Yes,4,No,계좌이체,No,No,No,No,0,2015.1.1,,2022.1.1,No,67,,,5611,4,0,40230,2898000
C-14164,남성,30,30대,Yes,No,0,No,0,Yes,계좌이체,No,No,Yes,No,51,2018.2.1,,2022.1.1,No,78,,,4945,3,22600,28020,982080
C-14165,남성,54,50대,Yes,Yes,2,Yes,2,No,계좌이체,No,No,Yes,Yes,23,2016.3.1,,2022.1.1,No,49,,,4777,4,0,5650,328380
C-14166,여성,67,60대,Yes,No,0,Yes,1,Yes,계좌이체,No,Yes,No,No,4,2017.9.1,2021.11.1,2021.11.1,Yes,92,Price,Price too high,5863,3,56500,35710,1783140
C-14167,여성,27,20대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,42,2020.3.1,2021.4.1,2021.4.1,Yes,77,Competitor,Competitor offered more data,2659,1,0,40680,528280
C-14168,여성,56,50대,No,Yes,2,No,0,Yes,신용카드,No,No,No,No,0,2015.1.1,,2022.1.1,No,78,,,5478,4,0,17180,1237460
C-14169,남성,55,50대,No,No,0,No,0,Yes,신용카드,No,Yes,Yes,Yes,21,2016.5.1,,2022.1.1,No,75,,,4399,5,0,55820,3123550
C-14170,남성,42,40대,No,No,0,No,0,No,신용카드,No,No,No,Yes,24,2020.4.1,,2022.1.1,No,63,,,3522,3,0,54580,490760
C-14171,남성,23,20대,No,No,0,Yes,1,Yes,계좌이체,No,No,No,Yes,51,2021.5.1,2021.8.1,2021.8.1,Yes,86,Competitor,Competitor offered higher download speeds,3273,1,0,15260,45880
C-14172,여성,74,70대,Yes,No,0,Yes,3,Yes,계좌이체,Yes,Yes,No,Yes,10,2015.6.1,,2022.1.1,No,45,,,5768,3,0,13450,901740
C-14173,남성,37,30대,Yes,Yes,3,Yes,1,No,계좌이체,Yes,No,Yes,Yes,57,2018.6.1,,2022.1.1,No,46,,,2132,3,0,23500,727270
C-14174,여성,25,20대,No,No,0,No,0,Yes,이체/메일확인,No,No,No,Yes,48,2020.8.1,2021.9.1,2021.9.1,Yes,68,Competitor,Competitor offered higher download speeds,2189,2,0,6780,88590
C-14175,남성,56,50대,No,No,0,No,0,Yes,계좌이체,No,Yes,No,Yes,18,2018.6.1,,2022.1.1,No,42,,,3949,3,0,51870,1608560
C-14176,여성,32,30대,Yes,Yes,1,No,0,Yes,신용카드,No,No,No,No,0,2015.3.1,,2022.1.1,No,67,,,5219,3,0,30400,2123840
C-14177,남성,54,50대,No,No,0,No,0,Yes,신용카드,No,No,No,No,0,2020.12.1,,2022.1.1,No,21,,,3753,5,0,9040,9040
C-14178,여성,60,60대,Yes,No,0,Yes,1,Yes,신용카드,No,Yes,Yes,Yes,26,2017.8.1,2021.5.1,2021.5.1,Yes,92,Attitude,Attitude of service provider,2761,2,0,47460,2137730
C-14179,여성,27,20대,Yes,Yes,2,Yes,7,Yes,신용카드,Yes,Yes,Yes,Yes,51,2016.6.1,,2022.1.1,No,65,,,5011,3,0,37860,2082030
C-14180,남성,74,70대,No,No,0,No,0,Yes,신용카드,No,No,No,Yes,9,2019.11.1,2021.2.1,2021.2.1,Yes,80,Competitor,Lack of self-service on Website,4553,1,0,26560,398890
C-14181,여성,49,40대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,22,2020.12.1,2021.1.1,2021.1.1,Yes,71,Price,Lack of affordable download/upload speed,3065,1,0,29490,29490
C-14182,남성,71,70대,Yes,No,0,Yes,7,No,신용카드,Yes,No,Yes,Yes,18,2018.3.1,,2022.1.1,No,38,,,3202,3,0,29950,1017790
C-14183,여성,80,80대,No,No,0,No,0,Yes,계좌이체,No,Yes,Yes,Yes,21,2019.7.1,2021.1.1,2021.1.1,Yes,99,Competitor,Competitor offered more data,5145,1,0,2710,48030
